package,status,declaration_version,runtime_package,export_signature_pairs,unique_declarations,distinct_exports,generic_declarations,own_generic_declarations,both_polarities_declarations,first_order_potential_declarations,entry_diagnostic_count,retained_diagnostic_count,exclusion_count,identity,container-element,value-to-container,multiple-arguments,constrained-generic,higher-order,overload-or-discriminated,unsupported
"karma-json-preprocessor","extracted-with-diagnostics","0.3.9999","karma-json-preprocessor","0","0","0","0","0","0","0","6","6","1","0","0","0","0","0","0","0","0"
"karma-json-to-file-reporter","extracted-with-diagnostics","1.0.9999","karma-json-to-file-reporter","0","0","0","0","0","0","0","6","6","1","0","0","0","0","0","0","0","0"
"karma-junit-reporter","extracted-with-diagnostics","2.0.9999","karma-junit-reporter","0","0","0","0","0","0","0","6","6","1","0","0","0","0","0","0","0","0"
"karma-material-reporter","extracted-with-diagnostics","1.1.9999","karma-material-reporter","0","0","0","0","0","0","0","6","6","1","0","0","0","0","0","0","0","0"
"karma-mocha","extracted-with-diagnostics","1.3.9999","karma-mocha","0","0","0","0","0","0","0","6","6","1","0","0","0","0","0","0","0","0"
"karma-mocha-reporter","extracted-with-diagnostics","2.2.9999","karma-mocha-reporter","0","0","0","0","0","0","0","6","6","1","0","0","0","0","0","0","0","0"
"karma-notify-reporter","extracted-with-diagnostics","1.2.9999","karma-notify-reporter","0","0","0","0","0","0","0","6","6","1","0","0","0","0","0","0","0","0"
"karma-nyan-reporter","extracted-with-diagnostics","0.2.9999","karma-nyan-reporter","0","0","0","0","0","0","0","6","6","1","0","0","0","0","0","0","0","0"
"karma-parallel","extracted-with-diagnostics","0.3.9999","karma-parallel","0","0","0","0","0","0","0","6","6","1","0","0","0","0","0","0","0","0"
"karma-remap-coverage","extracted-with-diagnostics","0.1.9999","karma-remap-coverage","0","0","0","0","0","0","0","6","6","1","0","0","0","0","0","0","0","0"
"karma-rollup-preprocessor","extracted-with-diagnostics","7.0.9999","karma-rollup-preprocessor","0","0","0","0","0","0","0","7","7","1","0","0","0","0","0","0","0","0"
"karma-sinon-chai","extracted-with-diagnostics","2.0.9999","karma-sinon-chai","0","0","0","0","0","0","0","7","7","2","0","0","0","0","0","0","0","0"
"karma-snapshot","extracted-with-diagnostics","0.6.9999","karma-snapshot","0","0","0","0","0","0","0","6","6","1","0","0","0","0","0","0","0","0"
"karma-spec-reporter","extracted-with-diagnostics","0.0.9999","karma-spec-reporter","0","0","0","0","0","0","0","6","6","1","0","0","0","0","0","0","0","0"
"karma-summary-reporter","extracted-with-diagnostics","3.1.9999","karma-summary-reporter","0","0","0","0","0","0","0","6","6","1","0","0","0","0","0","0","0","0"
"karma-webpack","extracted-with-diagnostics","4.0.9999","karma-webpack","0","0","0","0","0","0","0","8","8","1","0","0","0","0","0","0","0","0"
"katex","extracted","0.16.9999","katex","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"kavenegar","extracted","1.1.9999","kavenegar","20","3","20","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"kbm-robot","extracted","0.0.9999","kbm-robot","13","13","13","0","0","0","0","0","0","0","0","0","0","0","0","0","1","12"
"kcors","extracted-with-diagnostics","2.2.9999","kcors","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"kd-tree-javascript","extracted","1.0.9999","kd-tree-javascript","5","5","5","5","0","1","0","0","0","0","0","0","0","0","0","1","0","5"
"kdbush","extracted","3.0.9999","kdbush","4","2","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"kebabcase-keys","extracted","1.0.9999","kebabcase-keys","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"keccak","extracted-with-diagnostics","3.0.9999","keccak","3812","132","2071","35","32","3","0","5","5","0","2","0","0","1","2","1","74","107"
"keen-tracking","extracted","4.5.9999","keen-tracking","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"keep-network__tbtc.js","extracted-with-diagnostics","0.18.9999","@keep-network/tbtc.js","2686","140","2636","1","1","0","0","5","5","0","0","0","0","0","0","0","7","135"
"kefir","extracted-with-diagnostics","3.8.9999","kefir","403","128","327","125","74","5","0","5","5","0","0","0","0","2","1","5","39","126"
"kendo-ui","extracted","2023.2.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"kerberos","extracted","1.1.9999","kerberos","19","19","8","0","0","0","0","0","0","0","0","0","0","0","0","0","19","8"
"keyboardjs","extracted","2.5.9999","keyboardjs","20","16","19","0","0","0","0","0","0","0","0","0","0","0","0","0","4","12"
"keychain","extracted","1.4.9999","keychain","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"keycloak-connect-roles","extracted-with-diagnostics","1.0.9999","keycloak-connect-roles","6","6","6","6","1","0","0","5","5","0","0","0","0","0","0","0","0","6"
"keygrip","extracted","1.0.9999","keygrip","6","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"keymaster","extracted","1.6.9999","keymaster","14","11","12","0","0","0","0","0","0","0","0","0","0","0","0","0","2","9"
"keymirror","extracted","0.1.9999","keymirror","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"keypress.js","extracted","2.1.9999","keypress.js","13","13","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13"
"keystonejs__email","extracted","5.0.9999","@keystonejs/email","7","4","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4"
"keystonejs__logger","extracted","5.0.9999","@keystonejs/logger","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"keystonejs__session","extracted","5.0.9999","@keystonejs/session","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"keysym","extracted","0.0.9999","keysym","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"keythereum","extracted-with-diagnostics","1.2.9999","keythereum","35","35","20","0","0","0","0","5","5","0","0","0","0","0","0","0","24","29"
"kik-browser","extracted","2.3.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"kill-port","extracted-with-diagnostics","2.0.9999","kill-port","1","1","1","0","0","0","0","6","6","0","0","0","0","0","0","0","1","1"
"kind-of","extracted-with-diagnostics","6.0.9999","kind-of","29","29","1","0","0","0","0","5","5","0","0","0","0","0","0","0","29","7"
"kinetic","extracted","5.2.9999","kinetic","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"kissfft-js","extracted","0.1.9999","kissfft-js","8","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"
"klaw","extracted-with-diagnostics","3.0.9999","klaw","69","69","51","25","15","2","0","5","5","2","1","0","0","1","1","1","33","64"
"klaw-sync","extracted-with-diagnostics","6.0.9999","klaw-sync","9","9","9","7","0","0","0","5","5","0","0","0","0","0","0","0","0","9"
"kms-json","extracted","1.1.9999","kms-json","4","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"knex-cleaner","extracted-with-diagnostics","1.3.9999","knex-cleaner","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1"
"knex-db-manager","extracted-with-diagnostics","0.7.9999","knex-db-manager","13","13","13","0","0","0","0","1","1","0","0","0","0","0","0","0","0","13"
"knockback","extracted-with-diagnostics","0.0.9999","knockback","0","0","0","0","0","0","0","50","50","1","0","0","0","0","0","0","0","0"
"knockout","extracted","3.4.9999","knockout","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"knockout-amd-helpers","extracted","0.0.9999","knockout-amd-helpers","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"knockout-postbox","extracted","0.0.9999","knockout-postbox","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"knockout-secure-binding","extracted","0.0.9999","knockout-secure-binding","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"knockout-transformations","extracted","2.0.9999","knockout-transformations","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"knockout.deferred.updates","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"knockout.editables","extracted","0.9.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"knockout.es5","extracted","0.0.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"knockout.kogrid","extracted","0.0.9999","","12","7","9","5","0","0","0","0","0","1","0","0","0","0","0","0","2","5"
"knockout.mapper","extracted","0.0.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"knockout.mapping","extracted","2.0.9999","knockout.mapping","18","18","9","10","10","0","0","0","0","1","0","0","0","0","0","0","12","17"
"knockout.projections","extracted","1.0.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"knockout.punches","extracted","0.5.9999","knockout.punches","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"knockout.rx","extracted","1.0.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"knockout.validation","extracted","0.0.9999","knockout.validation","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"knockout.viewmodel","extracted","1.1.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"knockstrap","extracted","0.0.9999","knockstrap","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"knuddels-userapp-backend-api","extracted","1.20240419122957.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"knuddels-userapps-api","extracted","1.20201208063705.9999","","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"knuddels-webapp-frontend-api","extracted","1.20211209174657.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"knuth-shuffle","extracted","1.0.9999","knuth-shuffle","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1"
"knuth-shuffle-seeded","extracted","1.0.9999","knuth-shuffle-seeded","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1"
"ko.plus","extracted","0.0.9999","ko.plus","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"koa","extracted-with-diagnostics","3.0.9999","koa","5519","276","3954","105","54","2","0","5","5","0","1","0","0","1","1","1","158","220"
"koa-basic-auth","extracted-with-diagnostics","2.0.9999","koa-basic-auth","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa-better-body","extracted-with-diagnostics","3.3.9999","koa-better-body","2","2","2","0","0","0","0","5","5","0","0","0","0","0","0","0","0","2"
"koa-bodyparser","extracted-with-diagnostics","4.3.9999","koa-bodyparser","1","1","1","0","0","0","0","5","5","1","0","0","0","0","0","0","0","1"
"koa-bouncer","extracted-with-diagnostics","6.0.9999","koa-bouncer","51","51","51","0","0","0","0","5","5","1","0","0","0","0","0","0","0","51"
"koa-bunyan-logger","extracted-with-diagnostics","2.1.9999","koa-bunyan-logger","947","262","662","102","54","2","0","5","5","1","1","0","0","1","1","1","157","206"
"koa-cache-control","extracted-with-diagnostics","2.0.9999","koa-cache-control","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa-cash","extracted-with-diagnostics","4.1.9999","koa-cash","3","3","3","0","0","0","0","5","5","1","0","0","0","0","0","0","0","3"
"koa-compose","extracted-with-diagnostics","3.2.9999","koa-compose","10","10","3","10","8","1","0","5","5","0","0","0","0","0","0","1","8","10"
"koa-compress","extracted-with-diagnostics","4.0.9999","koa-compress","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa-conditional-get","extracted-with-diagnostics","2.0.9999","koa-conditional-get","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa-convert","extracted-with-diagnostics","1.2.9999","koa-convert","3","3","3","3","3","0","0","5","5","0","0","0","0","0","0","0","0","3"
"koa-cookie","extracted-with-diagnostics","1.0.9999","koa-cookie","1","1","1","0","0","0","0","5","5","1","0","0","0","0","0","0","0","1"
"koa-cors","extracted-with-diagnostics","0.0.9999","koa-cors","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa-csrf","extracted-with-diagnostics","5.0.9999","koa-csrf","1","1","1","0","0","0","0","5","5","1","0","0","0","0","0","0","0","1"
"koa-dec-router","extracted","0.0.9999","koa-dec-router","10","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"koa-docs","extracted-with-diagnostics","2.1.9999","koa-docs","1","1","1","0","0","0","0","6","6","0","0","0","0","0","0","0","0","1"
"koa-etag","extracted-with-diagnostics","3.0.9999","koa-etag","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa-favicon","extracted-with-diagnostics","2.1.9999","koa-favicon","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa-generic-session","extracted-with-diagnostics","2.2.9999","koa-generic-session","10","10","10","3","0","0","0","5","5","1","0","0","0","0","0","0","0","10"
"koa-hbs","extracted-with-diagnostics","1.0.9999","koa-hbs","1","1","1","0","0","0","0","6","6","1","0","0","0","0","0","0","0","1"
"koa-html-minifier","extracted-with-diagnostics","1.0.9999","koa-html-minifier","1","1","1","0","0","0","0","7","7","0","0","0","0","0","0","0","0","1"
"koa-ignore","extracted-with-diagnostics","1.0.9999","koa-ignore","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa-is-json","extracted","1.0.9999","koa-is-json","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"koa-joi-router","extracted-with-diagnostics","8.0.9999","koa-joi-router","75","63","38","58","22","0","0","6","6","1","0","0","0","0","0","0","50","59"
"koa-joi-router-docs","extracted-with-diagnostics","1.0.9999","koa-joi-router-docs","2","2","2","0","0","0","0","6","6","0","0","0","0","0","0","0","0","2"
"koa-json","extracted-with-diagnostics","2.0.9999","koa-json","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa-json-error","extracted-with-diagnostics","3.1.9999","koa-json-error","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa-log","extracted-with-diagnostics","2.1.9999","koa-log","10","10","10","0","0","0","0","5","5","0","0","0","0","0","0","0","0","10"
"koa-log4","extracted-with-diagnostics","2.3.9999","koa-log4","1","1","1","0","0","0","0","7","7","0","0","0","0","0","0","0","0","1"
"koa-logger","extracted-with-diagnostics","3.1.9999","koa-logger","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa-logger-winston","extracted-with-diagnostics","0.0.9999","koa-logger-winston","1","1","1","0","0","0","0","6","6","0","0","0","0","0","0","0","0","1"
"koa-mongo","extracted-with-diagnostics","1.9.9999","koa-mongo","1","1","1","0","0","0","0","7","7","1","0","0","0","0","0","0","0","1"
"koa-morgan","extracted-with-diagnostics","1.0.9999","koa-morgan","24","24","10","0","0","0","0","5","5","0","0","0","0","0","0","0","18","20"
"koa-mount","extracted-with-diagnostics","4.0.9999","koa-mount","2","2","1","2","2","0","0","5","5","0","0","0","0","0","0","0","2","2"
"koa-multer","extracted-with-diagnostics","1.0.9999","koa-multer","410","209","334","33","28","2","0","5","5","0","1","0","0","1","1","1","79","187"
"koa-override","extracted-with-diagnostics","3.0.9999","koa-override","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa-passport","extracted-with-diagnostics","6.0.9999","koa-passport","21","21","10","11","10","0","0","5","5","1","0","0","0","0","0","0","17","16"
"koa-pino-logger","extracted-with-diagnostics","3.0.9999","koa-pino-logger","2","2","1","0","0","0","0","7","7","1","0","0","0","0","0","0","2","0"
"koa-proxy","extracted-with-diagnostics","1.0.9999","koa-proxy","3","3","3","0","0","0","0","5","5","0","0","0","0","0","0","0","0","3"
"koa-qs","extracted-with-diagnostics","2.0.9999","koa-qs","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa-range","extracted-with-diagnostics","0.3.9999","koa-range","1","1","1","1","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa-ratelimit","extracted-with-diagnostics","5.0.9999","koa-ratelimit","1","1","1","0","0","0","0","6","6","0","0","0","0","0","0","0","0","1"
"koa-ratelimit-lru","extracted-with-diagnostics","1.0.9999","koa-ratelimit-lru","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa-redis","extracted-with-diagnostics","4.0.9999","koa-redis","4","4","4","0","0","0","0","6","6","0","0","0","0","0","0","0","0","4"
"koa-redis-cache","extracted-with-diagnostics","3.0.9999","koa-redis-cache","1","1","1","0","0","0","0","6","6","0","0","0","0","0","0","0","0","1"
"koa-response-time","extracted-with-diagnostics","2.1.9999","koa-response-time","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa-roles","extracted-with-diagnostics","2.0.9999","koa-roles","9","5","7","5","1","1","0","5","5","0","0","0","0","0","1","1","2","5"
"koa-route","extracted-with-diagnostics","3.2.9999","koa-route","70","2","35","0","0","0","0","6","6","0","0","0","0","0","0","0","2","2"
"koa-router","extracted-with-diagnostics","7.4.9999","koa-router","1250","341","816","162","76","2","0","5","5","0","1","0","0","1","1","1","210","281"
"koa-safe-jsonp","extracted-with-diagnostics","1.0.9999","koa-safe-jsonp","1","1","1","0","0","0","0","6","6","0","0","0","0","0","0","0","0","1"
"koa-send","extracted-with-diagnostics","4.1.9999","koa-send","2","2","2","0","0","0","0","5","5","0","0","0","0","0","0","0","0","2"
"koa-session","extracted-with-diagnostics","6.4.9999","koa-session","28","20","27","9","2","0","0","5","5","1","0","0","0","0","0","0","2","20"
"koa-session-minimal","extracted-with-diagnostics","3.0.9999","koa-session-minimal","1","1","1","0","0","0","0","5","5","1","0","0","0","0","0","0","0","1"
"koa-sslify","extracted-with-diagnostics","4.0.9999","koa-sslify","6","6","6","0","0","0","0","5","5","0","0","0","0","0","0","0","0","6"
"koa-static","extracted-with-diagnostics","4.0.9999","koa-static","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa-static-cache","extracted-with-diagnostics","5.1.9999","koa-static-cache","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa-static-server","extracted-with-diagnostics","1.5.9999","koa-static-server","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa-subdomain","extracted-with-diagnostics","3.0.9999","koa-subdomain","6","3","6","0","0","0","0","5","5","0","0","0","0","0","0","0","0","3"
"koa-webpack","extracted-with-diagnostics","6.0.9999","koa-webpack","3","3","3","0","0","0","0","7","7","1","0","0","0","0","0","0","0","3"
"koa-websocket","extracted-with-diagnostics","5.0.9999","koa-websocket","1406","333","988","110","57","2","0","5","5","1","1","0","0","1","1","1","205","276"
"koa-xml-body","extracted-with-diagnostics","2.2.9999","koa-xml-body","1","1","1","0","0","0","0","5","5","1","0","0","0","0","0","0","0","1"
"koa2-cors","extracted-with-diagnostics","2.0.9999","koa2-cors","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa2-ratelimit","extracted-with-diagnostics","0.9.9999","koa2-ratelimit","13","13","13","0","0","0","0","8","8","0","0","0","0","0","0","0","0","13"
"koa2-session-redis","extracted-with-diagnostics","0.0.9999","koa2-session-redis","8","4","8","0","0","0","0","6","6","0","0","0","0","0","0","0","0","4"
"koa__cors","extracted-with-diagnostics","5.0.9999","@koa/cors","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"koa__ejs","extracted-with-diagnostics","5.1.9999","@koa/ejs","21","21","11","3","3","3","0","5","5","1","0","0","0","0","0","3","13","18"
"koa__multer","extracted-with-diagnostics","2.0.9999","@koa/multer","410","209","334","33","28","2","0","5","5","1","1","0","0","1","1","1","79","187"
"kochava","extracted","3.1.9999","kochava","20","20","20","0","0","0","0","0","0","1","0","0","0","0","0","0","0","20"
"koji-tools","extracted","0.5.9999","koji-tools","6","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"kolite","extracted","1.1.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"kompression","extracted-with-diagnostics","1.0.9999","kompression","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"konami-code-js","extracted","0.8.9999","konami-code-js","18","9","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9"
"konami.js","extracted","1.4.9999","konami.js","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"koozaki__romaji-conv","extracted","2.0.9999","@koozaki/romaji-conv","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7"
"kos-core","extracted-with-diagnostics","0.6.9999","kos-core","10","10","10","1","0","0","0","1","1","0","0","0","0","0","0","0","0","10"
"kotobee","extracted","0.0.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"kraken-js","extracted-with-diagnostics","2.2.9999","kraken-js","622","260","361","169","58","2","0","5","5","0","1","0","0","1","1","1","157","205"
"kramed","extracted","0.5.9999","kramed","34","27","30","0","0","0","0","0","0","0","0","0","0","0","0","0","4","23"
"kss","extracted","3.0.9999","kss","73","73","45","0","0","0","0","0","0","0","0","0","0","0","0","0","54","19"
"kube-probe","extracted-with-diagnostics","1.0.9999","kube-probe","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"kue","extracted-with-diagnostics","0.11.9999","kue","695","149","467","47","19","0","0","6","6","0","0","0","0","0","0","0","41","123"
"kue-ui-client","extracted","1.2.9999","kue-ui-client","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"kuler","extracted","2.0.9999","kuler","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"kurento-client","extracted-with-diagnostics","6.14.9999","kurento-client","576","156","381","2","1","0","0","5","5","0","0","0","0","0","0","0","81","155"
"kurento-utils","extracted-with-diagnostics","6.7.9999","kurento-utils","106","40","78","15","12","0","0","5","5","0","0","0","0","0","0","0","9","36"
"kuromoji","extracted","0.1.9999","kuromoji","195","78","175","5","0","0","0","0","0","0","0","0","0","0","0","0","12","66"
"kythe","extracted","0.0.9999","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"kyujitai","extracted","1.3.9999","kyujitai","5","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"lab","extracted","11.1.9999","lab","71","43","36","0","0","0","0","0","0","0","0","0","0","0","0","0","34","29"
"labeled-stream-splicer","extracted-with-diagnostics","2.0.9999","labeled-stream-splicer","74","74","57","19","16","2","0","5","5","0","1","0","0","1","1","1","34","67"
"ladjs__country-language","extracted","1.0.9999","@ladjs/country-language","27","27","16","12","11","0","0","0","0","0","0","0","0","0","0","0","21","12"
"lambda-log","extracted-with-diagnostics","3.0.9999","lambda-log","194","64","166","15","12","0","0","5","5","0","0","0","0","0","0","0","8","60"
"lambda-rate-limiter","extracted","3.0.9999","lambda-rate-limiter","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"lambda-tester","extracted-with-diagnostics","4.0.9999","lambda-tester","15","15","14","15","1","0","0","1","1","0","0","0","0","0","0","0","2","14"
"lambda-wrapper","extracted-with-diagnostics","0.3.9999","lambda-wrapper","10","10","5","6","1","0","0","1","1","0","0","0","0","0","0","0","9","9"
"langdetect","extracted","0.2.9999","langdetect","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"langmap","extracted","0.0.9999","langmap","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"langs","extracted","2.0.9999","langs","10","5","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"language-name-map","extracted","0.3.9999","language-name-map","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"language-tags","extracted","1.0.9999","language-tags","10","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"lapo__asn1js","extracted","1.2.9999","@lapo/asn1js","55","28","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28"
"laravel-js-str","extracted","1.0.9999","laravel-js-str","45","45","45","0","0","0","0","0","0","0","0","0","0","0","0","0","3","42"
"laravel-vapor","extracted","0.6.9999","laravel-vapor","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"lasso","extracted-with-diagnostics","2.4.9999","lasso","89","71","89","15","12","0","0","5","5","0","0","0","0","0","0","0","0","71"
"last-element","extracted","1.0.9999","last-element","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0"
"later","extracted","1.2.9999","later","256","54","254","0","0","0","0","0","0","0","0","0","0","0","0","0","4","51"
"latinize","extracted","0.2.9999","latinize","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"latlon-geohash","extracted","2.0.9999","latlon-geohash","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"launchpad","extracted","0.6.9999","launchpad","26","15","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"layui","extracted","2.13.9999","layui","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"layui-layer","extracted","1.0.9999","layui-layer","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"layui-src","extracted-with-diagnostics","2.6.9999","layui-src","0","0","0","0","0","0","0","48","48","1","0","0","0","0","0","0","0","0"
"layzr.js","extracted","2.2.9999","layzr.js","8","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"
"lazy-property","extracted","1.0.9999","lazy-property","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"lazy.js","extracted","0.5.9999","lazy.js","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"lazypipe","extracted-with-diagnostics","1.0.9999","lazypipe","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"lazystream","extracted-with-diagnostics","1.0.9999","lazystream","1344","116","470","17","11","4","0","5","5","0","2","0","0","1","2","2","64","102"
"lcm","extracted","0.0.9999","lcm","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"lcov-parse","extracted","1.0.9999","lcov-parse","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"ldap-authentication","extracted-with-diagnostics","2.2.9999","ldap-authentication","4","4","4","0","0","0","0","5","5","0","0","0","0","0","0","0","0","4"
"ldap-escape","extracted","2.0.9999","ldap-escape","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"ldap-filters","extracted","2.2.9999","ldap-filters","30","28","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28"
"ldapjs","extracted-with-diagnostics","3.0.9999","ldapjs","218","148","197","15","12","0","0","5","5","0","0","0","0","0","0","0","36","118"
"ldapjs-client","extracted","0.1.9999","ldapjs-client","16","8","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"
"leadfoot","extracted-with-diagnostics","0.0.9999","leadfoot","631","255","611","142","11","0","0","6","6","1","0","0","0","0","0","0","16","255"
"leaflet","extracted","1.9.9999","leaflet","7324","712","2825","88","20","0","0","0","0","0","0","0","0","0","0","0","290","670"
"leaflet-areaselect","extracted","0.1.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-boundary-canvas","extracted","1.0.9999","leaflet-boundary-canvas","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-contextmenu","extracted","1.4.9999","leaflet-contextmenu","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-curve","extracted","0.1.9999","leaflet-curve","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
