package,status,declaration_version,runtime_package,export_signature_pairs,unique_declarations,distinct_exports,generic_declarations,own_generic_declarations,both_polarities_declarations,first_order_potential_declarations,entry_diagnostic_count,retained_diagnostic_count,exclusion_count,identity,container-element,value-to-container,multiple-arguments,constrained-generic,higher-order,overload-or-discriminated,unsupported
"ag-request","extracted","1.0.9999","ag-request","5","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"ag-simple-broker","extracted-with-diagnostics","6.0.9999","ag-simple-broker","142","90","124","16","0","0","0","5","5","0","0","0","0","0","0","0","14","83"
"agadoo","extracted","2.0.9999","agadoo","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"agiledigital__mule-preview","extracted-with-diagnostics","2.1.9999","@agiledigital/mule-preview","4","1","4","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1"
"agnostic-http-error-handler","extracted","1.0.9999","agnostic-http-error-handler","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ahocorasick","extracted","1.0.9999","ahocorasick","3","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"ahoy.js","extracted","0.4.9999","ahoy.js","28","28","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28"
"airbnb-prop-types","extracted","2.13.9999","airbnb-prop-types","49","47","40","33","32","0","0","0","0","0","0","0","0","0","0","0","13","47"
"airbnb__node-memwatch","extracted-with-diagnostics","2.0.9999","@airbnb/node-memwatch","2","2","2","0","0","0","0","5","5","0","0","0","0","0","0","0","1","1"
"ajv-async","extracted-with-diagnostics","1.0.9999","ajv-async","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1"
"ajv-bsontype","extracted-with-diagnostics","1.0.9999","ajv-bsontype","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1"
"ajv-merge-patch","extracted-with-diagnostics","4.1.9999","ajv-merge-patch","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1"
"ajv-pack","extracted-with-diagnostics","0.3.9999","ajv-pack","4","4","4","0","0","0","0","1","1","0","0","0","0","0","0","0","0","4"
"akamai-edgeworkers","extracted","1.1.9999","","139","79","129","15","4","0","0","0","0","1","0","0","0","0","0","0","10","75"
"akumina-core","extracted","5.0.9999","akumina-core","343","333","342","0","0","0","0","0","0","0","0","0","0","0","0","0","13","330"
"alcides","extracted-with-diagnostics","1.4.9999","alcides","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"ale-url-parser","extracted","0.13.9999","ale-url-parser","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"alertify","extracted","0.3.9999","alertify","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"alexa-voice-service","extracted","0.0.9999","alexa-voice-service","16","7","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7"
"algebra.js","extracted","0.2.9999","algebra.js","44","24","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24"
"ali-app","extracted","1.0.9999","ali-app","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"ali-oss","extracted","6.23.9999","ali-oss","170","100","168","0","0","0","0","0","0","0","0","0","0","0","0","0","7","100"
"alicloud__log","extracted","1.2.9999","@alicloud/log","33","17","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17"
"align-text","extracted","1.0.9999","align-text","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"alipayjssdk","extracted","3.1.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"alks-node","extracted-with-diagnostics","0.9.9999","alks-node","12","12","12","0","0","0","0","1","1","0","0","0","0","0","0","0","0","12"
"all-the-cities","extracted","3.1.9999","all-the-cities","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"all-the-package-names","extracted","1.3744.9999","all-the-package-names","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"alloy","extracted","1.14.9999","alloy","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"almost-equal","extracted","1.1.9999","almost-equal","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"alpha-bravo","extracted","2.0.9999","alpha-bravo","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"alpha-shape","extracted","1.0.9999","alpha-shape","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"alpinejs","extracted","3.13.9999","alpinejs","205","88","196","31","22","10","0","0","0","0","5","0","0","2","2","6","7","78"
"alpinejs__anchor","extracted","3.13.9999","@alpinejs/anchor","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"alpinejs__collapse","extracted","3.13.9999","@alpinejs/collapse","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"alpinejs__focus","extracted","3.13.9999","@alpinejs/focus","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"alpinejs__intersect","extracted","3.13.9999","@alpinejs/intersect","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"alpinejs__mask","extracted","3.13.9999","@alpinejs/mask","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"alpinejs__morph","extracted","3.13.9999","@alpinejs/morph","2","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2"
"alpinejs__persist","extracted","3.13.9999","@alpinejs/persist","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"alpinejs__resize","extracted","3.14.9999","@alpinejs/resize","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"alpinejs__sort","extracted","3.13.9999","@alpinejs/sort","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"alt","extracted-with-diagnostics","0.16.9999","alt","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"amap-js-api","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-arrival-range","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-autocomplete","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-city-search","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-control-bar","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-district-search","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-driving","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-geocoder","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-geolocation","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-heatmap","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-indoor-map","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-line-search","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-map-type","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-map3d","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-overview","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-place-search","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-riding","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-scale","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-station-search","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-tool-bar","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-api-transfer","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amap-js-sdk","extracted","1.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amazon-cognito-auth-js","extracted","1.3.9999","amazon-cognito-auth-js","89","87","89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87"
"amazon-dax-client","extracted-with-diagnostics","1.2.9999","amazon-dax-client","2","1","2","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"amazon-product-api","extracted","0.0.9999","amazon-product-api","6","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"ambient-weather-api","extracted","0.0.9999","ambient-weather-api","18","9","14","0","0","0","0","0","0","0","0","0","0","0","0","0","3","8"
"amcharts","extracted","3.21.9999","amcharts","720","118","679","0","0","0","0","0","0","0","0","0","0","0","0","0","8","110"
"amdefine","extracted-with-diagnostics","1.0.9999","amdefine","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"americanexpress__react-seo","extracted-with-diagnostics","1.4.9999","@americanexpress/react-seo","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1"
"amp","extracted-with-diagnostics","0.3.9999","amp","1874","96","1007","32","29","2","0","5","5","0","2","0","0","0","2","0","62","77"
"amp-message","extracted-with-diagnostics","0.1.9999","amp-message","12","6","12","0","0","0","0","5","5","0","0","0","0","0","0","0","0","6"
"amphtml-validator","extracted-with-diagnostics","1.0.9999","amphtml-validator","8","8","8","0","0","0","0","5","5","0","0","0","0","0","0","0","0","8"
"amplifier","extracted","1.1.9999","amplifier","39","11","23","0","0","0","0","0","0","0","0","0","0","0","0","0","8","3"
"amplify","extracted","1.1.9999","amplify","48","12","23","0","0","0","0","0","0","0","0","0","0","0","0","0","9","3"
"amplify-deferred","extracted","1.1.9999","amplify-deferred","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"amplitude-js","extracted","8.16.9999","amplitude-js","81","75","79","0","0","0","0","0","0","0","0","0","0","0","0","0","4","71"
"amqp","extracted-with-diagnostics","0.2.9999","amqp","145","128","114","32","28","2","0","5","5","0","1","0","0","1","1","1","60","104"
"amqp-rpc","extracted-with-diagnostics","0.0.9999","amqp-rpc","12","12","12","4","4","0","0","5","5","0","0","0","0","0","0","0","0","12"
"amqplib","extracted-with-diagnostics","0.10.9999","amqplib","430","139","400","17","12","0","0","5","5","0","0","0","0","0","0","0","16","127"
"amzn__synthetics-playwright","extracted-with-diagnostics","10.0.9999","","10","5","10","1","1","0","0","1","1","0","0","0","0","0","0","0","0","5"
"analog-clock","extracted","1.0.9999","analog-clock","10","5","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"analytics-node","extracted","3.1.9999","analytics-node","8","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"
"anchor-js","extracted","5.0.9999","anchor-js","4","4","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4"
"android-device-list","extracted","1.2.9999","android-device-list","6","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"android-emulator-webrtc","extracted","1.0.9999","android-emulator-webrtc","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"android-versions","extracted","1.8.9999","android-versions","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"angular","extracted","1.8.9999","angular","1624","467","913","80","66","14","1","0","0","1","4","1","0","1","1","9","271","297"
"angular-agility","extracted","0.0.9999","angular-agility","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-animate","extracted","1.5.9999","angular-animate","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-aria","extracted","1.7.9999","angular-aria","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-block-ui","extracted","0.2.9999","angular-block-ui","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-bootstrap-calendar","extracted-with-diagnostics","0.0.9999","angular-bootstrap-calendar","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"angular-bootstrap-lightbox","extracted","0.12.9999","angular-bootstrap-lightbox","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-breadcrumb","extracted","0.4.9999","angular-breadcrumb","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-clipboard","extracted","1.5.9999","angular-clipboard","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"angular-cookie","extracted","4.1.9999","angular-cookie","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-cookies","extracted","1.8.9999","angular-cookies","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-deferred-bootstrap","extracted","0.1.9999","angular-deferred-bootstrap","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-desktop-notification","extracted","1.1.9999","angular-desktop-notification","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-dialog-service","extracted","5.2.9999","angular-dialog-service","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-environment","extracted","1.0.9999","angular-environment","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-es","extracted","0.0.9999","angular-es","15","15","15","0","0","0","0","0","0","1","0","0","0","0","0","0","0","15"
"angular-feature-flags","extracted","1.4.9999","angular-feature-flags","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-file-saver","extracted","1.1.9999","angular-file-saver","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-file-upload","extracted","2.5.9999","angular-file-upload","61","36","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36"
"angular-formly","extracted","7.2.9999","angular-formly","7","7","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","7"
"angular-fullscreen","extracted","1.0.9999","angular-fullscreen","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-gettext","extracted","2.1.9999","angular-gettext","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-google-analytics","extracted","1.1.9999","angular-google-analytics","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-gridster","extracted","0.13.9999","angular-gridster","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-growl-v2","extracted","0.7.9999","angular-growl-v2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-hotkeys","extracted","1.7.9999","angular-hotkeys","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-http-auth","extracted","1.2.9999","angular-http-auth","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-httpi","extracted","0.0.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-idle","extracted","1.1.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-jwt","extracted","0.0.9999","angular-jwt","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-load","extracted","0.4.9999","angular-load","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-loading-bar","extracted","0.0.9999","angular-loading-bar","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-local-storage","extracted","0.7.9999","angular-local-storage","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-localforage","extracted-with-diagnostics","1.2.9999","angular-localforage","0","0","0","0","0","0","0","2","2","1","0","0","0","0","0","0","0","0"
"angular-locker","extracted","2.0.9999","angular-locker","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-material","extracted","1.1.9999","angular-material","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-media-queries","extracted","0.6.9999","angular-media-queries","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-meteor","extracted-with-diagnostics","0.8.9999","angular-meteor","0","0","0","0","0","0","0","8","8","1","0","0","0","0","0","0","0","0"
"angular-mocks","extracted","1.7.9999","angular-mocks","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"angular-modal","extracted","0.5.9999","angular-modal","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-notifications","extracted","0.0.9999","angular-notifications","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-notify","extracted","2.5.9999","angular-notify","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-oauth2","extracted","4.1.9999","angular-oauth2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-odata-resources","extracted","0.0.9999","angular-odata-resources","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-pdfjs-viewer","extracted","1.0.9999","angular-pdfjs-viewer","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-permission","extracted","2.3.9999","angular-permission","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"angular-promise-tracker","extracted","2.2.9999","angular-promise-tracker","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-q-extras","extracted","1.1.9999","angular-q-extras","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-q-spread","extracted","0.0.9999","angular-q-spread","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-resource","extracted","1.5.9999","angular-resource","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"angular-route","extracted","1.7.9999","angular-route","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-sanitize","extracted","1.8.9999","angular-sanitize","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-scenario","extracted","1.3.9999","angular-scenario","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-scroll","extracted","1.0.9999","angular-scroll","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"angular-signalr-hub","extracted","1.5.9999","angular-signalr-hub","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-spinner","extracted","0.5.9999","angular-spinner","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-storage","extracted","0.0.9999","angular-storage","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-strap","extracted","2.3.9999","angular-strap","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-toastr","extracted","1.6.9999","angular-toastr","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-toasty","extracted","1.0.9999","angular-toasty","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-tooltips","extracted","1.2.9999","angular-tooltips","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"angular-translate","extracted","2.19.9999","angular-translate","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-ui-bootstrap","extracted","1.0.9999","angular-ui-bootstrap","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-ui-notification","extracted","0.0.9999","angular-ui-notification","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-ui-router","extracted","1.1.9999","angular-ui-router","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-ui-scroll","extracted","1.3.9999","angular-ui-scroll","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-ui-sortable","extracted","0.13.9999","angular-ui-sortable","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-ui-tree","extracted","2.8.9999","angular-ui-tree","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-websocket","extracted","2.0.9999","angular-websocket","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"angular-wizard","extracted","1.1.9999","angular-wizard","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular-xeditable","extracted","0.2.9999","angular-xeditable","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angular.throttle","extracted","0.0.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angularfire","extracted-with-diagnostics","0.8.9999","angularfire","0","0","0","0","0","0","0","28","28","1","0","0","0","0","0","0","0","0"
"angularjs-dragula","extracted","2.0.9999","angularjs-dragula","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"angularlocalstorage","extracted","0.1.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"angulartics","extracted","1.4.9999","angulartics","38","37","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37"
"animals","extracted","0.0.9999","animals","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"animated_gif","extracted","1.0.9999","animated_gif","20","10","20","0","0","0","0","0","0","0","0","0","0","0","0","0","1","9"
"animation-frame","extracted","0.1.9999","animation-frame","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"anime-quotes-api","extracted","1.2.9999","anime-quotes-api","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"animejs","extracted","3.1.9999","animejs","23","17","23","0","0","0","0","0","0","0","0","0","0","0","0","0","2","16"
"annyang","extracted","2.6.9999","annyang","15","15","14","0","0","0","0","0","0","0","0","0","0","0","0","0","2","13"
"ansi","extracted-with-diagnostics","0.3.9999","ansi","115","73","115","0","0","0","0","5","5","0","0","0","0","0","0","0","0","73"
"ansi-align","extracted","3.0.9999","ansi-align","8","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","8","2"
"ansi-diff-stream","extracted-with-diagnostics","1.2.9999","ansi-diff-stream","73","73","56","19","16","2","0","5","5","0","1","0","0","1","1","1","34","66"
"ansi-escape-sequences","extracted","4.0.9999","ansi-escape-sequences","12","12","12","0","0","0","0","0","0","0","0","0","0","0","0","0","2","10"
"ansi-html","extracted","0.0.9999","ansi-html","6","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"ansicolors","extracted","0.0.9999","ansicolors","35","1","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"antlr4-autosuggest","extracted-with-diagnostics","0.0.9999","antlr4-autosuggest","3","3","3","1","0","0","0","1","1","0","0","0","0","0","0","0","1","3"
"any-base","extracted","1.1.9999","any-base","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"any-db","extracted-with-diagnostics","2.1.9999","any-db","129","86","109","31","28","2","0","5","5","0","1","0","0","1","1","1","35","75"
"any-db-transaction","extracted-with-diagnostics","2.2.9999","any-db-transaction","25","25","21","15","12","0","0","5","5","0","0","0","0","0","0","0","6","19"
"anylogic-cloud-client","extracted","8.5.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"anyproxy","extracted-with-diagnostics","4.1.9999","anyproxy","971","220","715","87","52","2","0","5","5","0","1","0","0","1","1","1","108","198"
"aos","extracted","3.0.9999","aos","6","3","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3"
"apca-w3","extracted","0.1.9999","apca-w3","6","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"apex.js","extracted-with-diagnostics","2.0.9999","apex.js","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1"
"api-error-handler","extracted-with-diagnostics","1.0.9999","api-error-handler","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"apicache","extracted-with-diagnostics","1.6.9999","apicache","9","9","9","0","0","0","0","6","6","0","0","0","0","0","0","0","0","9"
"apidoc","extracted","0.50.9999","apidoc","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"apigee-access","extracted","0.0.9999","apigee-access","14","14","14","0","0","0","0","0","0","0","0","0","0","0","0","0","1","13"
"apimocker","extracted-with-diagnostics","1.1.9999","apimocker","12","12","11","2","0","0","0","5","5","0","0","0","0","0","0","0","2","11"
"apollo-upload-client","extracted-with-diagnostics","19.0.9999","apollo-upload-client","4","4","4","2","0","0","0","6","4","0","0","0","0","0","0","0","0","4"
"apostrophe","extracted","2.67.9999","apostrophe","60","60","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60"
"app-module-path","extracted","2.2.9999","app-module-path","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"app-root-dir","extracted","0.1.9999","app-root-dir","4","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"appcache-webpack-plugin","extracted-with-diagnostics","1.4.9999","appcache-webpack-plugin","9","5","9","0","0","0","0","6","6","0","0","0","0","0","0","0","0","5"
"appdmg","extracted-with-diagnostics","0.5.9999","appdmg","18","18","16","14","11","0","0","5","5","0","0","0","0","0","0","0","3","18"
"appdynamics","extracted","24.10.9999","appdynamics","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"append-query","extracted","2.0.9999","append-query","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"appframework","extracted","2.0.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"appgeist__ensure-dir","extracted","1.1.9999","@appgeist/ensure-dir","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"apple-mapkit","extracted","6.0.9999","","315","145","299","1","0","0","0","0","0","1","0","0","0","0","0","0","30","143"
"apple-mapkit-js-browser","extracted","5.78.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"apple-music-api","extracted","0.4.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"apple-signin-api","extracted","1.5.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"applepayjs","extracted","14.0.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"applest-atem","extracted-with-diagnostics","0.2.9999","applest-atem","108","52","96","15","12","0","0","5","5","0","0","0","0","0","0","0","4","48"
"appletvjs","extracted","0.0.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"approximate-number","extracted","2.1.9999","approximate-number","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"apptimize__apptimize-web-sdk","extracted","1.2.9999","@apptimize/apptimize-web-sdk","47","47","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47"
"aqb","extracted","2.1.9999","aqb","48","48","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48"
"arangodb","extracted-with-diagnostics","3.5.9999","","114","114","110","1","1","0","0","5","5","1","0","0","0","0","0","0","9","105"
"arbiter","extracted","1.0.9999","arbiter","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"arc4","extracted-with-diagnostics","3.4.9999","arc4","3","3","3","3","3","0","0","5","5","0","0","0","0","0","0","0","0","3"
