package,status,export_signature_pairs,selected_entries,extracted_entries,missing_entries,diagnostics
lodash.take,extracted,1,1,1,0,0
lodash.takeright,extracted,1,1,1,0,0
lodash.takerightwhile,extracted,1,1,1,0,0
lodash.takewhile,extracted,1,1,1,0,0
lodash.template,extracted,1,1,1,0,0
lodash.throttle,extracted,2,1,1,0,0
lodash.times,extracted,2,1,1,0,0
lodash.toarray,extracted,3,1,1,0,0
lodash.tofinite,extracted,1,1,1,0,0
lodash.tointeger,extracted,1,1,1,0,0
lodash.tolength,extracted,1,1,1,0,0
lodash.tolower,extracted,1,1,1,0,0
lodash.tonumber,extracted,1,1,1,0,0
lodash.topairs,extracted,2,1,1,0,0
lodash.topairsin,extracted,2,1,1,0,0
lodash.topath,extracted,1,1,1,0,0
lodash.toplainobject,extracted,1,1,1,0,0
lodash.tosafeinteger,extracted,1,1,1,0,0
lodash.tostring,extracted,1,1,1,0,0
lodash.toupper,extracted,1,1,1,0,0
lodash.transform,extracted,5,1,1,0,0
lodash.trim,extracted,2,1,1,0,0
lodash.trimend,extracted,2,1,1,0,0
lodash.trimstart,extracted,2,1,1,0,0
lodash.truncate,extracted,1,1,1,0,0
lodash.unary,extracted,1,1,1,0,0
lodash.unescape,extracted,1,1,1,0,0
lodash.union,extracted,1,1,1,0,0
lodash.unionby,extracted,5,1,1,0,0
lodash.unionwith,extracted,3,1,1,0,0
lodash.uniq,extracted,1,1,1,0,0
lodash.uniqby,extracted,1,1,1,0,0
lodash.uniqueid,extracted,1,1,1,0,0
lodash.uniqwith,extracted,1,1,1,0,0
lodash.unset,extracted,1,1,1,0,0
lodash.unzip,extracted,5,1,1,0,0
lodash.unzipwith,extracted,2,1,1,0,0
lodash.update,extracted,1,1,1,0,0
lodash.updatewith,extracted,2,1,1,0,0
lodash.uppercase,extracted,1,1,1,0,0
lodash.upperfirst,extracted,1,1,1,0,0
lodash.values,extracted,3,1,1,0,0
lodash.valuesin,extracted,2,1,1,0,0
lodash.without,extracted,1,1,1,0,0
lodash.words,extracted,2,1,1,0,0
lodash.wrap,extracted,1,1,1,0,0
lodash.xor,extracted,1,1,1,0,0
lodash.xorby,extracted,3,1,1,0,0
lodash.xorwith,extracted,3,1,1,0,0
lodash.zip,extracted,5,1,1,0,0
lodash.zipobject,extracted,2,1,1,0,0
lodash.zipobjectdeep,extracted,1,1,1,0,0
lodash.zipwith,extracted,6,1,1,0,0
log,extracted,7,1,1,0,0
log-rotate,extracted,3,1,1,0,0
logfmt,extracted-with-diagnostics,14,1,1,0,5
logg,extracted,16,1,1,0,0
logger,extracted,19,1,1,0,0
loggly,extracted,6,1,1,0,0
login-with-amazon-sdk-browser,extracted,0,1,1,0,0
loglinecolor,extracted,13,1,1,0,0
logrocket-react,extracted-with-diagnostics,1,1,1,0,1
logrotate-stream,extracted-with-diagnostics,1,1,1,0,5
logstub,extracted,52,1,1,0,0
lokijs,extracted,468,1,1,0,0
lolcatjs,extracted,10,1,1,0,0
lolex,extracted,48,1,1,0,0
long-timeout,extracted,11,1,1,0,0
loopback,extracted-with-diagnostics,1066,1,1,0,5
loopback-boot,extracted-with-diagnostics,2,1,1,0,5
loopbench,extracted-with-diagnostics,17,1,1,0,5
looper,extracted,1,1,1,0,0
lory.js,extracted,16,1,1,0,0
lost,extracted-with-diagnostics,3,1,1,0,1
lovefield,extracted,123,1,1,0,0
lowercase-object-keys,extracted,1,1,1,0,0
lowest-common-ancestor,extracted,1,1,1,0,0
lozad,extracted,3,1,1,0,0
lqip-modern,extracted-with-diagnostics,90,1,1,0,6
lrc-parser,extracted,1,1,1,0,0
lscache,extracted,0,1,1,0,0
lsofi,extracted,1,1,1,0,0
ltx,extracted,71,2,2,0,0
lua-format,extracted,2,1,1,0,0
lua-json,extracted,2,1,1,0,0
luaparse,extracted,10,1,1,0,0
lucene,extracted,8,1,1,0,0
lucene-escape-query,extracted,1,1,1,0,0
lucene-query-string-builder,extracted,14,1,1,0,0
luhn-generator,extracted,4,1,1,0,0
luminous-lightbox,extracted,2,1,1,0,0
lunr,extracted,127,1,1,0,0
lusca,extracted-with-diagnostics,10,1,1,0,5
luxon,extracted,197,2,2,0,0
luxon-business-days,extracted,90,1,1,0,0
lwip,extracted-with-diagnostics,121,1,1,0,5
lynx,extracted-with-diagnostics,158,1,1,0,5
lyric-parser,extracted,10,1,1,0,0
lyricist,extracted,12,1,1,0,0
lz4,extracted-with-diagnostics,154,1,1,0,5
lz4js,extracted,9,1,1,0,0
lzbase62,extracted,4,1,1,0,0
lzma,extracted-with-diagnostics,4,1,1,0,5
lzma-native,extracted-with-diagnostics,1927,1,1,0,5
lzwcompress,extracted,3,1,1,0,0
m3u8-parser,extracted,62,1,1,0,0
macaca-circular-json,extracted,2,1,1,0,0
macrotask,extracted,2,1,1,0,0
madge,extracted-with-diagnostics,11,1,1,0,5
magic-number,extracted,2,1,1,0,0
magicmirror-module,extracted,17,1,1,0,0
magicsuggest,extracted,0,1,1,0,0
magnet-uri,extracted,3,1,1,0,0
mail-notifier,extracted-with-diagnostics,112,1,1,0,5
mailcheck,extracted,0,1,1,0,0
mailchimp__mailchimp_marketing,extracted,30,1,1,0,0
mailchimp__mailchimp_transactional,extracted-with-diagnostics,191,1,1,0,1
maildev,extracted-with-diagnostics,0,1,1,0,5
mailgen,extracted,8,1,1,0,0
mailgun-js,extracted-with-diagnostics,43,1,1,0,6
mailparser,extracted-with-diagnostics,2011,1,1,0,6
mailparser-mit,extracted-with-diagnostics,1957,1,1,0,5
main-bower-files,extracted-with-diagnostics,1,1,1,0,5
mainloop.js,extracted,26,1,1,0,0
make-arrow-function,extracted,2,1,1,0,0
make-async-function,extracted,2,1,1,0,0
make-async-generator-function,extracted,1,1,1,0,0
make-fetch-happen,extracted-with-diagnostics,10,1,1,0,6
make-generator-function,extracted,1,1,1,0,0
makeerror,extracted,4,1,1,0,0
makeup-expander,extracted,8,1,1,0,0
makeup-floating-label,extracted,2,1,1,0,0
makeup-keyboard-trap,extracted,3,1,1,0,0
makeup-prevent-scroll-keys,extracted,2,1,1,0,0
makeup-screenreader-trap,extracted,2,1,1,0,0
mandrill-api,extracted,200,1,1,0,0
map-stream,extracted-with-diagnostics,23,1,1,0,5
map-to-obj,extracted,1,1,1,0,0
map-values,extracted,1,1,1,0,0
mapbox,extracted-with-diagnostics,0,1,1,0,2
mapbox-gl-leaflet,extracted,0,1,1,0,0
mapbox__aws-sdk-jest,extracted-with-diagnostics,4,1,1,0,8
mapbox__geo-viewport,extracted,2,1,1,0,0
mapbox__geojson-area,extracted,2,1,1,0,0
mapbox__geojson-extent,extracted,3,1,1,0,0
mapbox__geojson-rewind,extracted,1,1,1,0,0
mapbox__hast-util-table-cell-style,extracted,2,1,1,0,0
mapbox__link-hijacker,extracted,2,1,1,0,0
mapbox__maki,extracted,0,1,1,0,0
mapbox__mapbox-gl-draw,extracted-with-diagnostics,195,1,1,0,1
mapbox__mapbox-gl-geocoder,extracted-with-diagnostics,108,1,1,0,1
mapbox__mapbox-gl-traffic,extracted-with-diagnostics,14,1,1,0,7
mapbox__mapbox-sdk,extracted-with-diagnostics,85,1,1,0,6
mapbox__polyline,extracted,4,1,1,0,0
mapbox__rehype-prism,extracted-with-diagnostics,0,1,1,0,1
mapbox__s3urls,extracted,5,1,1,0,0
mapbox__sexagesimal,extracted,5,1,1,0,0
mapbox__shelf-pack,extracted,8,1,1,0,0
mapbox__sphericalmercator,extracted,14,1,1,0,0
mapbox__spritezero,extracted-with-diagnostics,8,1,1,0,3
mapbox__tile-cover,extracted,3,1,1,0,0
mapbox__tilebelt,extracted,26,1,1,0,0
mapbox__whoots-js,extracted,3,1,1,0,0
mapboxgl-spiderifier,extracted-with-diagnostics,5,1,1,0,1
mapnik,extracted-with-diagnostics,62,1,1,0,5
mapsjs,extracted,519,1,1,0,0
maptalks,extracted,4016,1,1,0,0
mariasql,extracted,38,1,1,0,0
mark.js,extracted,8,1,1,0,0
markdown-draft-js,extracted-with-diagnostics,2,1,1,0,2
markdown-escape,extracted,1,1,1,0,0
markdown-it,extracted,544,3,3,0,0
markdown-it-attrs,extracted,1,1,1,0,0
markdown-it-color-inline,extracted,1,1,1,0,0
markdown-it-container,extracted,2,2,2,0,0
markdown-it-emoji,extracted,6,3,3,0,0
markdown-it-external-links,extracted,2,1,1,0,0
markdown-it-fence,extracted,1,1,1,0,0
markdown-it-footnote,extracted,1,1,1,0,0
markdown-it-lazy-headers,extracted,1,1,1,0,0
markdown-it-link-attributes,extracted,2,1,1,0,0
markdown-it-plantuml,extracted,1,1,1,0,0
markdown-it-source-map,extracted,1,1,1,0,0
markdown-magic,extracted,3,1,1,0,0
markdown-navbar,extracted-with-diagnostics,1,1,1,0,1
markdown-pdf,extracted,16,1,1,0,0
markdownlint-rule-helpers,extracted-with-diagnostics,46,1,1,0,6
marked-terminal,extracted-with-diagnostics,4,2,2,0,11
markedjs__html-differ,extracted,4,1,1,0,0
marker-animate-unobtrusive,extracted,86,1,1,0,0
markitup,extracted,0,1,1,0,0
marko,extracted-with-diagnostics,3,1,1,0,5
markup-js,extracted,45,1,1,0,0
marshal,extracted-with-diagnostics,8,1,1,0,5
marv,extracted-with-diagnostics,14,1,1,0,5
marv-pg-driver,extracted-with-diagnostics,1,1,1,0,8
marvelapp__react-ab-test,extracted-with-diagnostics,22,1,1,0,1
maskedinput,extracted,0,1,1,0,0
masonry-layout,extracted,0,1,1,0,0
massive,extracted-with-diagnostics,147,1,1,0,5
mastercard-client-encryption,extracted-with-diagnostics,105,1,1,0,5
match-it,extracted,1,1,1,0,0
match-media-mock,extracted,3,1,1,0,0
matchdep,extracted,5,1,1,0,0
matchmediaquery,extracted,1,1,1,0,0
material-colors,extracted,0,1,1,0,0
material-design-lite,extracted,0,1,1,0,0
material-ui,extracted-with-diagnostics,15863,1,1,0,2
material-ui-datatables,extracted-with-diagnostics,14,1,1,0,1
material-ui-pagination,extracted-with-diagnostics,7,1,1,0,1
material__base,extracted,12,1,1,0,0
materialize-css,extracted-with-diagnostics,250,1,1,0,1
math-random,extracted,1,1,1,0,0
math-sign,extracted,1,1,1,0,0
math-toolbox,extracted,59,1,1,0,0
math-trunc,extracted,1,1,1,0,0
math3d,extracted,1218,1,1,0,0
mathieuc__tradingview,extracted,67,1,1,0,0
mathjax,extracted,0,1,1,0,0
mathjax-node,extracted,4,1,1,0,0
matomo-tracker-react-native,extracted-with-diagnostics,20,1,1,0,1
matter-js,extracted,245,1,1,0,0
max-api,extracted,11,1,1,0,0
maxmsp,extracted-with-diagnostics,0,1,1,0,15
mcping-js,extracted,2,1,1,0,0
mcrypt,extracted-with-diagnostics,20,1,1,0,5
mcustomscrollbar,extracted,0,1,1,0,0
md5,extracted,3,1,1,0,0
mdast,extracted,0,1,1,0,0
mdns,extracted-with-diagnostics,92,1,1,0,5
mdurl,extracted,11,3,3,0,0
mdv,extracted,2,1,1,0,0
mdx,extracted-with-diagnostics,12,3,3,0,12
meaningful-string,extracted,5,1,1,0,0
media-typer,extracted,3,1,1,0,0
mediawiki-title,extracted,38,1,1,0,0
medium-editor,extracted,35,1,1,0,0
megajs,extracted-with-diagnostics,928,1,1,0,5
mem-cache,extracted-with-diagnostics,38,1,1,0,5
memcached,extracted-with-diagnostics,73,1,1,0,5
memdown,extracted,38,1,1,0,0
memjs,extracted-with-diagnostics,599,1,1,0,5
memmonit,extracted,9,1,1,0,0
memoizee,extracted,3,1,1,0,0
memory-cache,extracted,24,1,1,0,0
memory-fs,extracted-with-diagnostics,60,1,1,0,5
memory-pager,extracted-with-diagnostics,98,1,1,0,5
memory-usage,extracted-with-diagnostics,1,1,1,0,5
memorystorage,extracted,10,1,1,0,0
memorystream,extracted-with-diagnostics,136,1,1,0,5
memwatch-next,extracted,3,1,1,0,0
mercadopago-sdk-js,extracted-with-diagnostics,0,1,1,0,2
merge-deep,extracted,5,1,1,0,0
merge-descriptors,extracted,1,1,1,0,0
merge-env,extracted,1,1,1,0,0
merge-images,extracted-with-diagnostics,1,1,1,0,5
merge-img,extracted-with-diagnostics,1,1,1,0,6
merge-objects,extracted,1,1,1,0,0
merge-ranges,extracted,2,1,1,0,0
merge-stream,extracted-with-diagnostics,1,1,1,0,5
merge2,extracted-with-diagnostics,78,1,1,0,5
mergerino,extracted,3,1,1,0,0
merkle,extracted-with-diagnostics,1,1,1,0,5
mersenne-twister,extracted,16,1,1,0,0
mersennetwister,extracted,18,1,1,0,0
mertasan__tailwindcss-variables,extracted-with-diagnostics,1,1,1,0,1
meshblu,extracted-with-diagnostics,0,1,1,0,5
mess,extracted,1,1,1,0,0
messenger,extracted,0,1,1,0,0
metaget,extracted,4,1,1,0,0
metascraper-address,extracted-with-diagnostics,1,1,1,0,1
meteor,extracted-with-diagnostics,1033,1,1,0,8
meteor-accounts-phone,extracted,6,1,1,0,0
meteor-astronomy,extracted-with-diagnostics,2,1,1,0,8
meteor-collection-hooks,extracted-with-diagnostics,18,1,1,0,56
meteor-dburles-collection-helpers,extracted-with-diagnostics,0,1,1,0,2
meteor-jboulhous-dev,extracted-with-diagnostics,0,1,1,0,8
meteor-mdg-validated-method,extracted-with-diagnostics,13,1,1,0,8
meteor-mdg-validation-error,extracted-with-diagnostics,2,1,1,0,8
meteor-percolate-migrations,extracted,13,1,1,0,0
meteor-persistent-session,extracted-with-diagnostics,0,1,1,0,8
meteor-prime8consulting-oauth2,extracted-with-diagnostics,0,1,1,0,8
meteor-publish-composite,extracted-with-diagnostics,2,1,1,0,8
meteor-roles,extracted-with-diagnostics,22,1,1,0,8
meteor-sjobs,extracted-with-diagnostics,20,1,1,0,8
meteor-synced-cron,extracted,7,1,1,0,0
meteor-universe-i18n,extracted-with-diagnostics,32,1,1,0,6
method-override,extracted-with-diagnostics,1,1,1,0,5
methods,extracted,0,1,1,0,0
metric-suffix,extracted,1,1,1,0,0
metrostations,extracted,0,1,1,0,0
mfiles,extracted,0,1,1,0,0
mg-api-js,extracted,29,1,1,0,0
micro-cors,extracted-with-diagnostics,1,1,1,0,1
micro-events,extracted,7,1,1,0,0
microlight,extracted,1,1,1,0,0
micromatch,extracted,18,1,1,0,0
micromodal,extracted,7,1,1,0,0
microrouter,extracted-with-diagnostics,11,1,1,0,7
microseconds,extracted,4,1,1,0,0
microservice-utilities,extracted,15,1,1,0,0
microsoft-ajax,extracted,0,1,1,0,0
microsoft-graph,extracted,0,1,1,0,0
microsoft-live-connect,extracted-with-diagnostics,0,1,1,0,1
microsoft-sdk-soap,extracted,0,1,1,0,0
microsoft__typescript-etw,extracted,20,1,1,0,0
microsoftteams,extracted,0,1,1,0,0
microtime,extracted,3,1,1,0,0
midi,extracted-with-diagnostics,187,1,1,0,5
midtrans-client,extracted,4,1,1,0,0
migrate-mongo,extracted-with-diagnostics,12,2,2,0,12
milkcocoa,extracted,0,1,1,0,0
millisecond,extracted,1,1,1,0,0
milliseconds,extracted,0,1,1,0,0
mime-db,extracted,0,1,1,0,0
mime-match,extracted,2,1,1,0,0
mime-types,extracted,5,1,1,0,0
mimetext,extracted,3,1,1,0,0
mimos,extracted,0,1,1,0,0
min-document,extracted,0,1,1,0,0
min-indent,extracted,1,1,1,0,0
mina,extracted,0,1,1,0,0
minecraft-pinger,extracted,2,1,1,0,0
minify,extracted-with-diagnostics,5,1,1,0,7
minilog,extracted,136,1,1,0,0
minimal-bit-array,extracted,7,1,1,0,0
minimal-request-promise,extracted-with-diagnostics,5,1,1,0,5
minimalistic-assert,extracted,2,1,1,0,0
minimasonry,extracted,3,1,1,0,0
minimatch-all,extracted-with-diagnostics,1,1,1,0,1
minimist,extracted,3,1,1,0,0
miniprogram,extracted,0,1,1,0,0
mirrorx,extracted-with-diagnostics,82,1,1,0,4
mithril,extracted,60,1,1,0,0
mithril-global,extracted,34,1,1,0,0
mitm,extracted-with-diagnostics,93,1,1,0,5
mitsobox,extracted,3,1,1,0,0
mixto,extracted,0,1,1,0,0
mjml,extracted,1,1,1,0,0
mjml-browser,extracted,1,1,1,0,0
mjml-core,extracted,41,1,1,0,0
mjml-react,extracted-with-diagnostics,182,1,1,0,60
mjml-validator,extracted,11,1,1,0,0
mkcert,extracted,2,1,1,0,0
mkpath,extracted,3,1,1,0,0
ml-classify-text,extracted,35,1,1,0,0
mmmagic,extracted-with-diagnostics,5,1,1,0,5
mobile-messaging-cordova,extracted,0,1,1,0,0
mocha,extracted,4892,1,1,0,0
mocha-each,extracted,1,1,1,0,0
mocha-phantomjs,extracted,0,1,1,0,0
mocha-prepare,extracted,1,1,1,0,0
mocha-steps,extracted,2,1,1,0,0
mocha-sugar-free,extracted,209,1,1,0,0
mochaccino,extracted,68,1,1,0,0
mochawesome,extracted-with-diagnostics,4,1,1,0,2
mock-express-request,extracted-with-diagnostics,1,1,1,0,5
mock-fs,extracted-with-diagnostics,8,1,1,0,5
mock-knex,extracted-with-diagnostics,82,1,1,0,5
mock-raf,extracted,5,1,1,0,0
mock-req-res,extracted-with-diagnostics,586,1,1,0,5
mock-require,extracted,4,1,1,0,0
mockery,extracted,14,1,1,0,0
mockjs,extracted,237,1,1,0,0
moddle,extracted,180,1,1,0,0
modernizr,extracted,0,1,1,0,0
modesl,extracted-with-diagnostics,224,1,1,0,5
modular-scale,extracted,3,1,1,0,0
modularscale,extracted,1,1,1,0,0
module-alias,extracted,6,1,1,0,0
module-deps,extracted-with-diagnostics,46,1,1,0,5
mojang-gametest,extracted,245,1,1,0,0
mojang-minecraft,extracted,4497,1,1,0,0
mojang-minecraft-server-admin,extracted,5,1,1,0,0
mojang-minecraft-ui,extracted,16,1,1,0,0
mojang-net,extracted,18,1,1,0,0
moji,extracted,7,1,1,0,0
mokapi,extracted,36,1,1,0,0
moment-business,extracted-with-diagnostics,6,1,1,0,1
moment-business-time,extracted-with-diagnostics,0,1,1,0,4
moment-duration-format,extracted-with-diagnostics,1,1,1,0,1
moment-guess,extracted,1,1,1,0,0
moment-hijri,extracted-with-diagnostics,0,1,1,0,1
moment-holiday,extracted-with-diagnostics,0,1,1,0,1
moment-jalaali,extracted-with-diagnostics,0,1,1,0,1
moment-jdateformatparser,extracted-with-diagnostics,0,1,1,0,1
moment-locales-webpack-plugin,extracted-with-diagnostics,0,1,1,0,8
moment-precise-range-plugin,extracted-with-diagnostics,0,1,1,0,1
moment-round,extracted-with-diagnostics,0,1,1,0,1
moment-shortformat,extracted-with-diagnostics,0,1,1,0,1
moment-strftime2,extracted-with-diagnostics,1,1,1,0,1
money,extracted,9,1,1,0,0
money-math,extracted,18,1,1,0,0
mongo-sanitize,extracted,1,1,1,0,0
mongodb-queue,extracted-with-diagnostics,18,1,1,0,6
mongodb-uri,extracted,7,1,1,0,0
mongoose-auto-increment,extracted-with-diagnostics,2,1,1,0,1
mongoose-deep-populate,extracted-with-diagnostics,1,1,1,0,1
mongoose-delete,extracted-with-diagnostics,7,1,1,0,17
mongoose-id-validator,extracted-with-diagnostics,1,1,1,0,1
mongoose-lean-id,extracted-with-diagnostics,1,1,1,0,1
mongoose-lean-virtuals,extracted-with-diagnostics,1,1,1,0,1
mongoose-mock,extracted-with-diagnostics,0,1,1,0,1
mongoose-paginate,extracted-with-diagnostics,3,1,1,0,6
mongoose-promise,extracted-with-diagnostics,0,1,1,0,1
mongoose-seeder,extracted,4,1,1,0,0
mongoose-sequence,extracted-with-diagnostics,3,1,1,0,4
mongoose-simple-random,extracted-with-diagnostics,1,1,1,0,2
mongoosejs__async-hooks,extracted-with-diagnostics,1,1,1,0,1
mongorito,extracted-with-diagnostics,62,1,1,0,2
mongration,extracted-with-diagnostics,5,1,1,0,1
moo,extracted,14,1,1,0,0
moonjs,extracted,27,1,1,0,0
morgan,extracted-with-diagnostics,25,1,1,0,5
morgan-json,extracted-with-diagnostics,1,1,1,0,5
morris.js,extracted,0,1,1,0,0
morsee,extracted,2,1,1,0,0
mosca,extracted,57,1,1,0,0
motion-scroll,extracted,1,1,1,0,0
motion-sensors-polyfill,extracted,49,1,1,0,0
motor-hat,extracted,33,1,1,0,0
mouse-event-offset,extracted-with-diagnostics,1,1,1,0,1
mousetrap,extracted,22,1,1,0,0
move-concurrently,extracted,1,1,1,0,0
moveto,extracted,9,1,1,0,0
moviedb,extracted,1,1,1,0,0
moxios,extracted-with-diagnostics,27,1,1,0,1
moxy__next-router-scroll,extracted-with-diagnostics,4,1,1,0,10
mozilla__readability,extracted,2,1,1,0,0
mozjpeg,extracted-with-diagnostics,0,1,1,0,5
mp4frag,extracted-with-diagnostics,144,1,1,0,5
mparticle__web-sdk,extracted-with-diagnostics,121,1,1,0,1
mpesa-node,extracted-with-diagnostics,20,1,1,0,1
mpromise,extracted,20,1,1,0,0
mpv-script,extracted,0,1,1,0,0
mraid,extracted,110,1,1,0,0
ms,extracted,2,1,1,0,0
ms.macro,extracted,1,1,1,0,0
msgpack,extracted,10,1,1,0,0
msgpack-lite,extracted-with-diagnostics,218,1,1,0,5
msgpack5,extracted-with-diagnostics,9,1,1,0,7
msnodesql,extracted-with-diagnostics,45,1,1,0,10
mssql,extracted-with-diagnostics,670,1,1,0,8
mta-h5-analysis,extracted,4,1,1,0,0
mu2,extracted-with-diagnostics,9,1,1,0,5
mudder,extracted,38,1,1,0,0
mui-datatables,extracted-with-diagnostics,8,1,1,0,2
mui-image,extracted-with-diagnostics,2,1,1,0,7
muibox,extracted-with-diagnostics,6,1,1,0,1
muicss,extracted,0,1,1,0,0
multer,extracted-with-diagnostics,15,1,1,0,5
multer-s3,extracted-with-diagnostics,3,1,1,0,6
multi-number-parse,extracted,1,1,1,0,0
multi-progress,extracted-with-diagnostics,10,1,1,0,5
multi-stage-sourcemap,extracted-with-diagnostics,1,1,1,0,1
multi-typeof,extracted,1,1,1,0,0
multiavatar__multiavatar,extracted,1,1,1,0,0
multicast-dns,extracted-with-diagnostics,73,1,1,0,5
multicoin-address-validator,extracted,5,1,1,0,0
multimap,extracted,18,1,1,0,0
multiparty,extracted-with-diagnostics,158,1,1,0,5
multipipe,extracted-with-diagnostics,20,1,1,0,5
multiplexjs,extracted,1354,1,1,0,0
multireducer,extracted,4,1,1,0,0
multiselect,extracted,0,1,1,0,0
multisig-hmac,extracted-with-diagnostics,192,1,1,0,5
multisort,extracted,4,1,1,0,0
multistream,extracted-with-diagnostics,119,1,1,0,5
multivariate-normal,extracted,6,1,1,0,0
multy,extracted-with-diagnostics,1,1,1,0,5
mumath,extracted,11,1,1,0,0
muri,extracted,1,1,1,0,0
murmurhash-js,extracted,3,1,1,0,0
murmurhash3js,extracted,3,1,1,0,0
murmurhash3js-revisited,extracted,9,1,1,0,0
musickit-js,extracted,0,1,1,0,0
musicmatch,extracted,19,1,1,0,0
musicmetadata,extracted-with-diagnostics,0,1,1,0,5
mustache,extracted,56,2,2,0,0
mustache-express,extracted-with-diagnostics,2,1,1,0,1
mute-stream,extracted-with-diagnostics,140,1,1,0,5
mutexify,extracted,1,1,1,0,0
muxml,extracted-with-diagnostics,1,1,1,0,5
mv,extracted,2,1,1,0,0
mvdan-sh,extracted-with-diagnostics,544,1,1,0,5
myanmar-phonenumber,extracted,4,1,1,0,0
mysql,extracted-with-diagnostics,164,1,1,0,5
mysql-import,extracted-with-diagnostics,8,1,1,0,1
mysql-query-util,extracted-with-diagnostics,10,1,1,0,5
mz,extracted-with-diagnostics,38306,1,1,0,5
n3,extracted-with-diagnostics,3954,1,1,0,6
name-all-modules-plugin,extracted-with-diagnostics,0,1,1,0,8
name-initials,extracted,1,1,1,0,0
named-regexp-groups,extracted,14,1,1,0,0
named-routes,extracted-with-diagnostics,16,1,1,0,5
namespace-emitter,extracted,6,1,1,0,0
namespace-js,extracted,5,1,1,0,0
nano-cache,extracted,18,1,1,0,0
nano-equal,extracted,1,1,1,0,0
nanoajax,extracted,2,1,1,0,0
nanobench,extracted,3,1,1,0,0
nanographql,extracted,1,1,1,0,0
nanoid-dictionary,extracted,0,1,1,0,0
nanomsg,extracted-with-diagnostics,76,1,1,0,5
nanoscheduler,extracted,1,1,1,0,0
nanoscroller,extracted,0,1,1,0,0
nanotimer,extracted,12,1,1,0,0
nanp,extracted,0,1,1,0,0
nat-upnp,extracted-with-diagnostics,32,1,1,0,5
native-duplexpair,extracted-with-diagnostics,272,1,1,0,5
native-hello-world,extracted,1,1,1,0,0
native-toast,extracted,8,1,1,0,0
natural-compare,extracted,2,1,1,0,0
natural-compare-lite,extracted,1,1,1,0,0
natural-drag-animation-rbdnd,extracted-with-diagnostics,9,1,1,0,1
natural-sort,extracted,1,1,1,0,0
naughty-words,extracted,0,1,1,0,0
naver-whale,extracted-with-diagnostics,0,1,1,0,1
navermaps,extracted,0,1,1,0,0
navigator-languages-parser,extracted,0,1,1,0,0
nbayes,extracted,17,1,1,0,0
ncalayer-js-client,extracted,20,1,1,0,0
ncom,extracted-with-diagnostics,309,1,1,0,5
nconf,extracted,69,1,1,0,0
ncp,extracted-with-diagnostics,11,1,1,0,5
ndarray,extracted,27,1,1,0,0
ndarray-ops,extracted,150,1,1,0,0
ndarray-scratch,extracted,6,1,1,0,0
ndjson,extracted-with-diagnostics,2,1,1,0,5
ndn-js,extracted-with-diagnostics,305,1,1,0,10
nearest-color,extracted,3,1,1,0,0
nearest-periodic-value,extracted,1,1,1,0,0
nearley,extracted,18,1,1,0,0
nedb,extracted-with-diagnostics,91,1,1,0,5
nedb-logger,extracted,2,1,1,0,0
needle,extracted-with-diagnostics,18,1,1,0,5
negative-index,extracted,1,1,1,0,0
negotiator,extracted,16,1,1,0,0
neo-async,extracted,206,1,1,0,0
neo4j,extracted-with-diagnostics,24,1,1,0,7
nes,extracted-with-diagnostics,29,1,1,0,6
nestdb,extracted-with-diagnostics,91,1,1,0,5
nested-error-stacks,extracted,0,1,1,0,0
net-snmp,extracted-with-diagnostics,119,1,1,0,5
net-ticks,extracted,1,1,1,0,0
netconf,extracted,9,1,1,0,0
netease-captcha,extracted,0,1,1,0,0
netgear,extracted,104,1,1,0,0
netlify-auth-providers,extracted,2,1,1,0,0
netlify-identity-widget,extracted,15,1,1,0,0
netmask,extracted,7,1,1,0,0
netrc,extracted-with-diagnostics,4,1,1,0,5
network-interfaces,extracted,5,1,1,0,0
neverbounce,extracted,28,1,1,0,0
new-date,extracted,1,1,1,0,0
new-relic-browser,extracted,0,1,1,0,0
newline-remove,extracted,1,1,1,0,0
newman,extracted-with-diagnostics,576,1,1,0,6
newrelic,extracted,54,1,1,0,0
nexpect,extracted-with-diagnostics,10,1,1,0,5
next-biz-date,extracted-with-diagnostics,2,1,1,0,1
next-nprogress,extracted-with-diagnostics,1,1,1,0,1
next-pwa,extracted-with-diagnostics,2,1,1,0,3
next-redux-saga,extracted-with-diagnostics,2,1,1,0,1
next-tick,extracted,1,1,1,0,0
nextgen-events,extracted,129,1,1,0,0
ng-command,extracted,0,1,1,0,0
ng-dialog,extracted,0,1,1,0,0
ng-facebook,extracted,0,1,1,0,0
ng-file-upload,extracted,0,1,1,0,0
ng-flow,extracted,0,1,1,0,0
ng-grid,extracted,0,1,1,0,0
ng-i18next,extracted,0,1,1,0,0
ng-notify,extracted,0,1,1,0,0
ng-showdown,extracted,9,1,1,0,0
ng-stomp,extracted,0,1,1,0,0
ng-tags-input,extracted,0,1,1,0,0
ngard__tiny-difference,extracted,1,1,1,0,0
ngbootbox,extracted,0,1,1,0,0
ngeohash,extracted,12,1,1,0,0
nginstack__datasource,extracted-with-diagnostics,0,1,1,0,6
nginstack__dev-tools,extracted,0,1,1,0,0
nginstack__devops,extracted-with-diagnostics,0,1,1,0,5
nginstack__engine,extracted,0,1,1,0,0
nginstack__iquery,extracted,0,1,1,0,0
nginstack__jsunit,extracted-with-diagnostics,0,1,1,0,1
nginstack__orm,extracted-with-diagnostics,0,1,1,0,1
